,number,value,datetime_start,datetime_complete,duration,params_dropout,params_learning_rate,params_num_layers,params_rnn_type,params_units,user_attrs_pruned,user_attrs_training_time,state
10,10,0.27344648149618583,2025-02-01 20:51:23.648359,2025-02-01 20:52:55.733001,0 days 00:01:32.084642,0.4,0.0037127651729235945,1,GRU,32,,92.04689931869507,COMPLETE
11,11,0.2652722773466769,2025-02-01 20:52:55.733275,2025-02-01 20:55:43.115430,0 days 00:02:47.382155,0.30000000000000004,0.0004437136686470752,1,GRU,32,,167.3457531929016,COMPLETE
12,12,0.2623985080980194,2025-02-01 20:55:43.115676,2025-02-01 20:57:24.965725,0 days 00:01:41.850049,0.5,0.00014564386242324958,1,GRU,64,,101.80961680412292,COMPLETE
13,13,,2025-02-01 20:57:24.965976,2025-02-01 20:59:02.527492,0 days 00:01:37.561516,0.5,0.00011408109263410164,1,GRU,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 12.89 GiB. GPU 0 has a total capacity of 23.64 GiB of which 10.20 GiB is free. Process 2860528 has 13.41 GiB memory in use. Of the allocated memory 961.55 MiB is allocated by PyTorch, and 12.01 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
14,14,0.27546967468676326,2025-02-01 20:59:02.527656,2025-02-01 21:01:15.654292,0 days 00:02:13.126636,0.30000000000000004,0.0002995461867386818,1,GRU,96,,133.07910895347595,COMPLETE
15,15,0.26458441076830397,2025-02-01 21:01:15.654545,2025-02-01 21:06:00.041990,0 days 00:04:44.387445,0.4,0.00010927690089876443,3,GRU,64,,284.3309717178345,COMPLETE
16,16,0.2626560254795823,2025-02-01 21:06:00.042250,2025-02-01 21:09:51.605843,0 days 00:03:51.563593,0.5,0.00013777335279568887,1,GRU,64,,231.52307152748108,COMPLETE
17,17,0.27198099719015545,2025-02-01 21:09:51.606106,2025-02-01 21:12:45.072894,0 days 00:02:53.466788,0.4,0.0006634023188910051,1,LSTM,64,,173.42694902420044,COMPLETE
18,18,0.2680519339219283,2025-02-01 21:12:45.073158,2025-02-01 21:16:58.523436,0 days 00:04:13.450278,0.1,0.0001313664491750518,1,LSTM,64,,253.41051769256592,COMPLETE
19,19,,2025-02-01 21:16:58.523691,2025-02-01 21:19:04.265574,0 days 00:02:05.741883,0.5,0.0012924049287598258,3,GRU,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 12.95 GiB. GPU 0 has a total capacity of 23.64 GiB of which 10.19 GiB is free. Process 2860528 has 13.41 GiB memory in use. Of the allocated memory 997.60 MiB is allocated by PyTorch, and 11.98 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
20,20,0.2704876468363823,2025-02-01 21:19:04.265731,2025-02-01 21:20:59.303848,0 days 00:01:55.038117,0.4,0.00019618889419066064,2,LSTM,32,,114.99957013130188,COMPLETE
21,21,0.2632663017930135,2025-02-01 21:20:59.304102,2025-02-01 21:22:55.749539,0 days 00:01:56.445437,0.5,0.00035203714623708844,1,GRU,32,,116.40794205665588,COMPLETE
22,22,0.26104938676825423,2025-02-01 21:22:55.749787,2025-02-01 21:25:14.501999,0 days 00:02:18.752212,0.30000000000000004,0.00012860157272754301,1,GRU,32,,138.7136070728302,COMPLETE
23,23,0.2678235311332838,2025-02-01 21:25:14.502253,2025-02-01 21:28:03.269681,0 days 00:02:48.767428,0.2,0.00024729818446853145,1,GRU,32,,168.72874307632446,COMPLETE
24,24,,2025-02-01 21:28:03.269924,2025-02-01 21:30:23.450545,0 days 00:02:20.180621,0.5,0.00020125085690527613,3,LSTM,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 17.05 GiB. GPU 0 has a total capacity of 23.64 GiB of which 10.20 GiB is free. Process 2860528 has 13.41 GiB memory in use. Of the allocated memory 1.03 GiB is allocated by PyTorch, and 11.92 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
25,25,0.267533309683311,2025-02-01 21:30:23.450709,2025-02-01 21:32:34.730984,0 days 00:02:11.280275,0.5,0.00011254207082980599,1,LSTM,64,,131.2397243976593,COMPLETE
26,26,,2025-02-01 21:32:34.731243,2025-02-01 21:34:25.557574,0 days 00:01:50.826331,0.5,0.0026783709215387015,1,LSTM,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 16.93 GiB. GPU 0 has a total capacity of 23.64 GiB of which 10.20 GiB is free. Process 2860528 has 13.41 GiB memory in use. Of the allocated memory 979.15 MiB is allocated by PyTorch, and 11.99 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
27,27,0.26511185098207085,2025-02-01 21:34:25.557733,2025-02-01 21:36:38.595871,0 days 00:02:13.038138,0.30000000000000004,0.00010762480900448687,1,GRU,32,,133.00102591514587,COMPLETE
28,28,0.27355281915593027,2025-02-01 21:36:38.596125,2025-02-01 21:38:15.945486,0 days 00:01:37.349361,0.2,0.0012567546908166841,1,GRU,64,,97.30792546272278,COMPLETE
29,29,0.2640725086362929,2025-02-01 21:38:15.945737,2025-02-01 21:41:31.964912,0 days 00:03:16.019175,0.2,0.0004042237629503813,1,LSTM,32,,195.980975151062,COMPLETE
30,30,,2025-02-01 21:41:31.965170,2025-02-01 21:43:40.571546,0 days 00:02:08.606376,0.0,0.0005752391807062285,3,GRU,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 12.95 GiB. GPU 0 has a total capacity of 23.64 GiB of which 10.19 GiB is free. Process 2860528 has 13.41 GiB memory in use. Of the allocated memory 997.60 MiB is allocated by PyTorch, and 11.98 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
31,31,0.2623766296701343,2025-02-01 21:43:40.571702,2025-02-01 21:45:17.365861,0 days 00:01:36.794159,0.4,0.0004257443740449623,2,GRU,32,,96.75290489196777,COMPLETE
32,32,0.27959341622976513,2025-02-01 21:45:17.366115,2025-02-01 21:46:55.449215,0 days 00:01:38.083100,0.4,0.0005377159784409223,2,GRU,64,,98.03350806236267,COMPLETE
33,33,0.271455936594773,2025-02-01 21:46:55.449468,2025-02-01 21:49:36.455748,0 days 00:02:41.006280,0.4,0.00023368488703586385,2,GRU,32,,160.96489644050598,COMPLETE
34,34,0.27485650126194233,2025-02-01 21:49:36.456004,2025-02-01 21:51:02.154711,0 days 00:01:25.698707,0.5,0.00870920212735578,2,LSTM,64,,85.65030074119568,COMPLETE
35,35,0.28875872529513485,2025-02-01 21:51:02.154956,2025-02-01 21:52:52.658472,0 days 00:01:50.503516,0.30000000000000004,0.0014195210422868454,2,GRU,32,,110.46190476417542,COMPLETE
36,36,0.280326220628393,2025-02-01 21:52:52.658729,2025-02-01 21:54:26.288961,0 days 00:01:33.630232,0.5,0.0004199339742451489,1,GRU,96,,93.58140659332275,COMPLETE
37,37,0.27307753899474396,2025-02-01 21:54:26.289219,2025-02-01 21:56:49.465732,0 days 00:02:23.176513,0.4,0.0003730121680969569,3,GRU,32,,143.1315848827362,COMPLETE
38,38,0.28507121729501056,2025-02-01 21:56:49.465982,2025-02-01 21:59:44.519192,0 days 00:02:55.053210,0.5,0.0011372913254911441,3,LSTM,32,,175.01078152656555,COMPLETE
39,39,0.2582305153429823,2025-02-01 21:59:44.519444,2025-02-01 22:03:28.436112,0 days 00:03:43.916668,0.30000000000000004,0.0001335568363808305,1,GRU,64,,223.87453031539917,COMPLETE
40,40,0.2669585521420545,2025-02-01 22:03:28.436369,2025-02-01 22:07:50.821852,0 days 00:04:22.385483,0.1,0.006435764340535967,3,LSTM,32,,262.3430757522583,COMPLETE
41,41,0.26004131674923653,2025-02-01 22:07:50.822108,2025-02-01 22:09:34.481927,0 days 00:01:43.659819,0.30000000000000004,0.00010248001257804721,1,GRU,96,,103.61110091209412,COMPLETE
42,42,0.26620237201456437,2025-02-01 22:09:34.482190,2025-02-01 22:12:24.705392,0 days 00:02:50.223202,0.2,0.00018833133244679272,1,GRU,64,,170.18119096755981,COMPLETE
43,43,0.2630374893690972,2025-02-01 22:12:24.705644,2025-02-01 22:13:48.459702,0 days 00:01:23.754058,0.1,0.00012114151006957344,1,GRU,96,,83.70415782928467,COMPLETE
44,44,0.2586417833780137,2025-02-01 22:13:48.459948,2025-02-01 22:17:22.929883,0 days 00:03:34.469935,0.30000000000000004,0.00017221484067666518,1,GRU,64,,214.4278576374054,COMPLETE
45,45,0.2634934993964945,2025-02-01 22:17:22.930148,2025-02-01 22:20:22.133501,0 days 00:02:59.203353,0.30000000000000004,0.00011803790139440601,1,GRU,96,,179.15433287620544,COMPLETE
46,46,0.2639709135497977,2025-02-01 22:20:22.133758,2025-02-01 22:23:49.160889,0 days 00:03:27.027131,0.30000000000000004,0.0001687434733895497,1,GRU,64,,206.98516201972961,COMPLETE
47,47,,2025-02-01 22:23:49.161149,2025-02-01 22:25:41.013541,0 days 00:01:51.852392,0.30000000000000004,0.00017953552677203523,1,LSTM,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 16.93 GiB. GPU 0 has a total capacity of 23.64 GiB of which 10.20 GiB is free. Process 2860528 has 13.41 GiB memory in use. Of the allocated memory 979.15 MiB is allocated by PyTorch, and 11.99 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
48,48,0.26789570490274683,2025-02-01 22:25:41.013704,2025-02-01 22:28:45.597690,0 days 00:03:04.583986,0.30000000000000004,0.00019815424279102782,2,GRU,96,,184.52078342437744,COMPLETE
49,49,0.2627425502479048,2025-02-01 22:28:45.597942,2025-02-01 22:32:57.340782,0 days 00:04:11.742840,0.30000000000000004,0.00010723296131323157,1,GRU,64,,251.70105743408203,COMPLETE
50,50,0.4004058282906921,2025-02-01 22:32:57.341033,2025-02-01 22:33:56.287287,0 days 00:00:58.946254,0.2,0.007032109599577588,1,GRU,96,,58.89759540557861,COMPLETE
51,51,0.2649086008667896,2025-02-01 22:33:56.287538,2025-02-01 22:39:31.916249,0 days 00:05:35.628711,0.2,0.00010218456802551024,2,GRU,32,,335.587121963501,COMPLETE
52,52,0.2619627751010139,2025-02-01 22:39:31.916502,2025-02-01 22:45:05.165383,0 days 00:05:33.248881,0.30000000000000004,0.0004102381742836674,1,GRU,32,,333.21083879470825,COMPLETE
53,53,0.26623135654613117,2025-02-01 22:45:05.165648,2025-02-01 22:46:58.250757,0 days 00:01:53.085109,0.30000000000000004,0.000756692834936308,1,GRU,32,,113.04705047607422,COMPLETE
54,54,0.2641083131106285,2025-02-01 22:46:58.251019,2025-02-01 22:48:37.760134,0 days 00:01:39.509115,0.30000000000000004,0.00020838333703984178,1,LSTM,64,,99.46823143959045,COMPLETE
55,55,0.26120895305659375,2025-02-01 22:48:37.760380,2025-02-01 22:51:25.746406,0 days 00:02:47.986026,0.30000000000000004,0.00034942630209753347,1,GRU,32,,167.9468011856079,COMPLETE
56,56,0.27428072115800134,2025-02-01 22:51:25.746661,2025-02-01 22:53:01.985238,0 days 00:01:36.238577,0.30000000000000004,0.0004202653386357765,1,GRU,64,,96.19662523269653,COMPLETE
57,57,,2025-02-01 22:53:01.985493,2025-02-01 22:54:25.770572,0 days 00:01:23.785079,0.0,0.0008389620288391342,1,LSTM,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 16.93 GiB. GPU 0 has a total capacity of 23.64 GiB of which 10.20 GiB is free. Process 2860528 has 13.41 GiB memory in use. Of the allocated memory 979.15 MiB is allocated by PyTorch, and 11.99 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
58,58,,2025-02-01 22:54:25.770738,2025-02-01 22:57:29.661505,0 days 00:03:03.890767,0.2,0.00038616457126339383,3,LSTM,96,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 12.80 GiB. GPU 0 has a total capacity of 23.64 GiB of which 10.19 GiB is free. Process 2860528 has 13.41 GiB memory in use. Of the allocated memory 886.40 MiB is allocated by PyTorch, and 12.09 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
59,59,0.2624647186369686,2025-02-01 22:57:29.661668,2025-02-01 22:59:53.072853,0 days 00:02:23.411185,0.30000000000000004,0.000217178409764942,1,GRU,32,,143.37320566177368,COMPLETE
60,60,0.417633778413927,2025-02-01 22:59:53.073111,2025-02-01 23:02:24.004219,0 days 00:02:30.931108,0.0,0.008972999061974364,3,GRU,64,,150.87389159202576,COMPLETE
61,61,0.26237886166421026,2025-02-01 23:02:24.004483,2025-02-01 23:05:57.035191,0 days 00:03:33.030708,0.30000000000000004,0.0004024100594946572,1,GRU,32,,212.9922158718109,COMPLETE
62,62,0.26253673763186525,2025-02-01 23:05:57.035449,2025-02-01 23:08:34.429833,0 days 00:02:37.394384,0.1,0.0005529551966130547,1,GRU,32,,157.35459327697754,COMPLETE
63,63,0.26440210629291744,2025-02-01 23:08:34.430102,2025-02-01 23:10:10.838900,0 days 00:01:36.408798,0.30000000000000004,0.0005081503688201253,1,GRU,32,,96.36935782432556,COMPLETE
64,64,0.26871765199983627,2025-02-01 23:10:10.839162,2025-02-01 23:12:59.833575,0 days 00:02:48.994413,0.30000000000000004,0.0002275843285294181,1,GRU,32,,168.9549582004547,COMPLETE
65,65,,2025-02-01 23:12:59.833838,2025-02-01 23:14:58.856585,0 days 00:01:59.022747,0.30000000000000004,0.00022207266276864067,1,GRU,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 12.89 GiB. GPU 0 has a total capacity of 23.64 GiB of which 10.20 GiB is free. Process 2860528 has 13.41 GiB memory in use. Of the allocated memory 961.55 MiB is allocated by PyTorch, and 12.01 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
66,66,0.2617301372227843,2025-02-01 23:14:58.856761,2025-02-01 23:16:42.659542,0 days 00:01:43.802781,0.4,0.00013857374603893198,1,GRU,32,,103.76480841636658,COMPLETE
67,67,0.26204119476796567,2025-02-01 23:16:42.659792,2025-02-01 23:20:02.313411,0 days 00:03:19.653619,0.4,0.00010369728630697445,1,GRU,32,,199.61522555351257,COMPLETE
68,68,0.26274226762782554,2025-02-01 23:20:02.313672,2025-02-01 23:22:51.440738,0 days 00:02:49.127066,0.4,0.00027317641976385397,1,GRU,64,,169.08497309684753,COMPLETE
69,69,0.2596741738839358,2025-02-01 23:22:51.440997,2025-02-01 23:27:47.204152,0 days 00:04:55.763155,0.2,0.00010692930531209251,1,GRU,32,,295.72460079193115,COMPLETE
70,70,0.26171976746232284,2025-02-01 23:27:47.204415,2025-02-01 23:30:35.004977,0 days 00:02:47.800562,0.2,0.00015780583548848944,1,GRU,32,,167.7621467113495,COMPLETE
71,71,0.26321860170586125,2025-02-01 23:30:35.005245,2025-02-01 23:32:08.713389,0 days 00:01:33.708144,0.1,0.00011086234754055434,1,GRU,64,,93.66595649719238,COMPLETE
72,72,0.2655516800150205,2025-02-01 23:32:08.713644,2025-02-01 23:34:34.839588,0 days 00:02:26.125944,0.2,0.00014366521803903161,1,GRU,32,,146.0872552394867,COMPLETE
73,73,0.26460590890136815,2025-02-01 23:34:34.839843,2025-02-01 23:37:46.287679,0 days 00:03:11.447836,0.30000000000000004,0.00012215213569402299,1,GRU,64,,191.4057319164276,COMPLETE
74,74,0.26123871967972295,2025-02-01 23:37:46.287935,2025-02-01 23:40:07.314948,0 days 00:02:21.027013,0.0,0.0001563522374721185,1,GRU,32,,140.9886510372162,COMPLETE
75,75,0.26068419445375374,2025-02-01 23:40:07.315224,2025-02-01 23:42:00.075434,0 days 00:01:52.760210,0.0,0.0001302390842658512,1,GRU,32,,112.72143793106079,COMPLETE
76,76,0.26556842263268915,2025-02-01 23:42:00.075696,2025-02-01 23:44:21.022979,0 days 00:02:20.947283,0.0,0.00010951403009106817,1,GRU,32,,140.90853905677795,COMPLETE
77,77,0.26403580138832344,2025-02-01 23:44:21.023251,2025-02-01 23:48:21.523531,0 days 00:04:00.500280,0.2,0.000151010927853745,3,LSTM,32,,240.45707392692566,COMPLETE
78,78,0.27370841727968337,2025-02-01 23:48:21.523794,2025-02-01 23:51:56.953163,0 days 00:03:35.429369,0.0,0.00016473899061032323,2,GRU,64,,215.3796672821045,COMPLETE
79,79,0.26481930704232143,2025-02-01 23:51:56.953419,2025-02-01 23:53:43.416036,0 days 00:01:46.462617,0.30000000000000004,0.00015180466474014234,1,GRU,96,,106.41344809532166,COMPLETE
80,80,0.2584748702185152,2025-02-01 23:53:43.416314,2025-02-01 23:58:39.351072,0 days 00:04:55.934758,0.2,0.00015135317108655179,1,GRU,32,,295.8949325084686,COMPLETE
81,81,0.2629962530659285,2025-02-01 23:58:39.351331,2025-02-02 00:04:45.653874,0 days 00:06:06.302543,0.1,0.00010480549906814732,1,GRU,32,,366.2634947299957,COMPLETE
82,82,0.2661446013814817,2025-02-02 00:04:45.654143,2025-02-02 00:08:45.847899,0 days 00:04:00.193756,0.2,0.00016411763700772633,1,LSTM,32,,240.15467524528503,COMPLETE
83,83,0.29367159649345315,2025-02-02 00:08:45.848160,2025-02-02 00:11:21.798940,0 days 00:02:35.950780,0.0,0.0011227149882710819,3,LSTM,64,,155.89554929733276,COMPLETE
84,84,0.2599832011633399,2025-02-02 00:11:21.799204,2025-02-02 00:13:04.420316,0 days 00:01:42.621112,0.2,0.00016275257656182186,1,GRU,32,,102.5823266506195,COMPLETE
85,85,0.25968610953083143,2025-02-02 00:13:04.420571,2025-02-02 00:15:10.641303,0 days 00:02:06.220732,0.1,0.0002744943444012544,1,GRU,32,,126.18226432800293,COMPLETE
86,86,0.261435834974662,2025-02-02 00:15:10.641560,2025-02-02 00:17:55.863535,0 days 00:02:45.221975,0.1,0.00018868300668613847,1,GRU,32,,165.18289184570312,COMPLETE
87,87,0.261537471784482,2025-02-02 00:17:55.863796,2025-02-02 00:19:32.356775,0 days 00:01:36.492979,0.1,0.00035599527429578157,2,GRU,32,,96.4505865573883,COMPLETE
88,88,0.26020515396365057,2025-02-02 00:19:32.357051,2025-02-02 00:22:09.462075,0 days 00:02:37.105024,0.1,0.0003024579682422096,1,GRU,32,,157.06629085540771,COMPLETE
89,89,0.2638279521949017,2025-02-02 00:22:09.462342,2025-02-02 00:24:28.347723,0 days 00:02:18.885381,0.1,0.0003343514503375907,1,GRU,32,,138.84659004211426,COMPLETE
90,90,0.2911687234939298,2025-02-02 00:24:28.347985,2025-02-02 00:26:01.522492,0 days 00:01:33.174507,0.5,0.0031779256563251594,3,GRU,64,,93.1170163154602,COMPLETE
91,91,0.2588645830778075,2025-02-02 00:26:01.522752,2025-02-02 00:28:30.169145,0 days 00:02:28.646393,0.0,0.0004208193330777009,1,GRU,32,,148.60735869407654,COMPLETE
92,92,0.2656922388876456,2025-02-02 00:28:30.169410,2025-02-02 00:31:22.099016,0 days 00:02:51.929606,0.0,0.0005159853838485103,1,LSTM,32,,171.89155793190002,COMPLETE
93,93,0.2734409690261938,2025-02-02 00:31:22.099284,2025-02-02 00:32:29.783079,0 days 00:01:07.683795,0.1,0.0023020896753155433,1,GRU,32,,67.64523506164551,COMPLETE
94,94,0.27315009985191974,2025-02-02 00:32:29.783336,2025-02-02 00:34:04.363448,0 days 00:01:34.580112,0.1,0.00048808955564256845,1,GRU,64,,94.53709053993225,COMPLETE
95,95,,2025-02-02 00:34:04.363713,2025-02-02 00:36:21.772847,0 days 00:02:17.409134,0.4,0.0022774065110809697,3,LSTM,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 17.05 GiB. GPU 0 has a total capacity of 23.64 GiB of which 10.20 GiB is free. Process 2860528 has 13.41 GiB memory in use. Of the allocated memory 1.03 GiB is allocated by PyTorch, and 11.92 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
96,96,0.269821741313274,2025-02-02 00:36:21.773018,2025-02-02 00:38:37.926518,0 days 00:02:16.153500,0.1,0.00043189408615264865,1,GRU,32,,136.11321449279785,COMPLETE
97,97,0.2619852989433185,2025-02-02 00:38:37.926778,2025-02-02 00:41:42.364369,0 days 00:03:04.437591,0.0,0.0006484648264678467,1,GRU,32,,184.39847803115845,COMPLETE
98,98,0.2672903603698173,2025-02-02 00:41:42.364634,2025-02-02 00:43:51.455474,0 days 00:02:09.090840,0.2,0.00016236913131231277,2,GRU,64,,129.04057025909424,COMPLETE
99,99,0.26431474097113067,2025-02-02 00:43:51.455735,2025-02-02 00:47:12.332608,0 days 00:03:20.876873,0.2,0.00015554915190138635,1,GRU,32,,200.83773517608643,COMPLETE
100,100,0.26232022458222964,2025-02-02 00:47:12.332873,2025-02-02 00:50:24.378588,0 days 00:03:12.045715,0.2,0.0001860364724368641,1,GRU,64,,192.00274634361267,COMPLETE
101,101,0.26099007878881625,2025-02-02 00:50:24.378846,2025-02-02 00:51:53.326478,0 days 00:01:28.947632,0.0,0.0004001957409431754,1,GRU,32,,88.90836095809937,COMPLETE
102,102,0.2612253360125495,2025-02-02 00:51:53.326734,2025-02-02 00:54:21.019574,0 days 00:02:27.692840,0.0,0.00021701205045336115,1,GRU,32,,147.6535873413086,COMPLETE
103,103,0.2639054125118317,2025-02-02 00:54:21.019850,2025-02-02 00:57:19.205713,0 days 00:02:58.185863,0.2,0.00014206311433349628,1,GRU,32,,178.14662528038025,COMPLETE
104,104,,2025-02-02 00:57:19.205975,2025-02-02 00:59:08.704399,0 days 00:01:49.498424,0.2,0.00010373080753752804,2,LSTM,96,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 12.75 GiB. GPU 0 has a total capacity of 23.64 GiB of which 10.20 GiB is free. Process 2860528 has 13.41 GiB memory in use. Of the allocated memory 791.73 MiB is allocated by PyTorch, and 12.18 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
105,105,0.2619198137437768,2025-02-02 00:59:08.704571,2025-02-02 01:01:16.196754,0 days 00:02:07.492183,0.30000000000000004,0.00010190815001891756,1,GRU,96,,127.44223475456238,COMPLETE
106,106,0.27134297968990756,2025-02-02 01:01:16.197021,2025-02-02 01:02:51.135787,0 days 00:01:34.938766,0.0,0.00042884662300340666,1,GRU,64,,94.89536571502686,COMPLETE
107,107,0.2700931873061763,2025-02-02 01:02:51.136058,2025-02-02 01:05:23.263594,0 days 00:02:32.127536,0.2,0.0003133803042301587,1,GRU,32,,152.0880057811737,COMPLETE
108,108,0.2612502271337682,2025-02-02 01:05:23.263870,2025-02-02 01:08:10.082868,0 days 00:02:46.818998,0.1,0.00020712917603749528,1,GRU,32,,166.77980947494507,COMPLETE
