,number,value,datetime_start,datetime_complete,duration,params_dropout,params_learning_rate,params_num_layers,params_rnn_type,params_units,user_attrs_pruned,user_attrs_training_time,state
14,14,0.5230643563556882,2025-02-02 13:33:42.112028,2025-02-02 13:35:53.729428,0 days 00:02:11.617400,0.5,0.004373707888423879,3,GRU,128,,131.26746582984924,COMPLETE
15,15,0.2042399650939238,2025-02-02 13:35:53.729679,2025-02-02 13:44:04.050368,0 days 00:08:10.320689,0.1,0.0013863838317341615,2,LSTM,96,,490.25996017456055,COMPLETE
16,16,0.28643543760067386,2025-02-02 13:44:04.050620,2025-02-02 13:45:29.048124,0 days 00:01:24.997504,0.0,0.0009670039509217896,1,GRU,32,,84.96029210090637,COMPLETE
17,17,0.26620863255839294,2025-02-02 13:45:29.048366,2025-02-02 13:47:14.405999,0 days 00:01:45.357633,0.5,0.0012034852565382399,3,GRU,64,,105.30177450180054,COMPLETE
18,18,0.2970813586173184,2025-02-02 13:47:14.406260,2025-02-02 13:49:55.143578,0 days 00:02:40.737318,0.4,0.0003095460342282154,1,LSTM,32,,160.70096969604492,COMPLETE
19,19,0.1858669630039739,2025-02-02 13:49:55.143829,2025-02-02 13:58:18.970460,0 days 00:08:23.826631,0.0,0.0001882131369292871,3,GRU,128,,503.7353091239929,COMPLETE
20,20,0.17899553938805748,2025-02-02 13:58:18.970718,2025-02-02 14:07:27.168169,0 days 00:09:08.197451,0.0,0.0001923358503601091,3,GRU,128,,548.1067962646484,COMPLETE
21,21,0.19760976117269172,2025-02-02 14:07:27.168425,2025-02-02 14:22:58.171166,0 days 00:15:31.002741,0.0,0.0001654469915050196,3,GRU,128,,930.9115250110626,COMPLETE
22,22,,2025-02-02 14:22:58.171419,2025-02-02 14:29:09.293216,0 days 00:06:11.121797,0.1,0.0005402810396504127,3,LSTM,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 17.05 GiB. GPU 0 has a total capacity of 23.64 GiB of which 16.49 GiB is free. Process 2920697 has 7.11 GiB memory in use. Of the allocated memory 1.02 GiB is allocated by PyTorch, and 5.63 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
23,23,0.1882895801215394,2025-02-02 14:29:09.293464,2025-02-02 14:33:20.142240,0 days 00:04:10.848776,0.0,0.0005432264566135642,3,GRU,96,,250.7618498802185,COMPLETE
24,24,0.17853943419060414,2025-02-02 14:33:20.142503,2025-02-02 14:46:10.685388,0 days 00:12:50.542885,0.2,0.00015795605027948463,3,GRU,128,,770.2695701122284,COMPLETE
25,25,0.19704668991567878,2025-02-02 14:46:10.685645,2025-02-02 14:58:22.992159,0 days 00:12:12.306514,0.2,0.00017343301732235705,3,GRU,96,,732.2312273979187,COMPLETE
26,26,,2025-02-02 14:58:22.992408,2025-02-02 15:05:51.007258,0 days 00:07:28.014850,0.5,0.0003237997724734636,3,LSTM,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 17.05 GiB. GPU 0 has a total capacity of 23.64 GiB of which 16.49 GiB is free. Process 2920697 has 7.11 GiB memory in use. Of the allocated memory 1.02 GiB is allocated by PyTorch, and 5.63 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
27,27,0.2650155132760686,2025-02-02 15:05:51.007461,2025-02-02 15:07:50.736550,0 days 00:01:59.729089,0.4,0.00010769073235889263,2,GRU,128,,119.64956307411194,COMPLETE
28,28,,2025-02-02 15:07:50.736803,2025-02-02 15:13:18.814198,0 days 00:05:28.077395,0.0,0.00013755514685058053,2,LSTM,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 16.99 GiB. GPU 0 has a total capacity of 23.64 GiB of which 16.49 GiB is free. Process 2920697 has 7.11 GiB memory in use. Of the allocated memory 1013.90 MiB is allocated by PyTorch, and 5.67 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
29,29,0.3644419582559528,2025-02-02 15:13:18.814445,2025-02-02 15:15:12.254660,0 days 00:01:53.440215,0.2,0.0039661838190262364,3,GRU,96,,113.35451292991638,COMPLETE
30,30,0.17220576868930668,2025-02-02 15:15:12.254909,2025-02-02 15:22:23.605345,0 days 00:07:11.350436,0.30000000000000004,0.0003410507380498488,3,GRU,128,,431.05951952934265,COMPLETE
31,31,0.17517839027357715,2025-02-02 15:22:23.605588,2025-02-02 15:29:00.355738,0 days 00:06:36.750150,0.4,0.00034771353420476423,3,GRU,128,,396.6572997570038,COMPLETE
32,32,0.1870466752168264,2025-02-02 15:29:00.355986,2025-02-02 15:34:08.008466,0 days 00:05:07.652480,0.4,0.00045821482250185897,3,GRU,128,,307.5605962276459,COMPLETE
33,33,0.19025498515228756,2025-02-02 15:34:08.008718,2025-02-02 15:43:48.450578,0 days 00:09:40.441860,0.30000000000000004,0.00014581925462766354,3,GRU,128,,580.350063085556,COMPLETE
34,34,0.18471933389428638,2025-02-02 15:43:48.450830,2025-02-02 15:48:25.234096,0 days 00:04:36.783266,0.30000000000000004,0.0011946419137597404,3,GRU,128,,276.6915018558502,COMPLETE
35,35,0.19620179253218908,2025-02-02 15:48:25.234354,2025-02-02 15:56:55.692150,0 days 00:08:30.457796,0.30000000000000004,0.0003602520604575739,3,GRU,96,,510.38040471076965,COMPLETE
36,36,0.19205038899252447,2025-02-02 15:56:55.692407,2025-02-02 16:07:06.596390,0 days 00:10:10.903983,0.5,0.00014076136418011875,3,GRU,128,,610.814334154129,COMPLETE
37,37,0.18256796382471294,2025-02-02 16:07:06.596645,2025-02-02 16:12:57.096977,0 days 00:05:50.500332,0.2,0.0003906388120228292,3,GRU,128,,350.408243894577,COMPLETE
38,38,0.2050716523733761,2025-02-02 16:12:57.097239,2025-02-02 16:21:11.732759,0 days 00:08:14.635520,0.30000000000000004,0.0011484942969488955,3,LSTM,96,,494.5615301132202,COMPLETE
39,39,,2025-02-02 16:21:11.733010,2025-02-02 16:24:40.945116,0 days 00:03:29.212106,0.4,0.0031960539023705957,2,LSTM,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 16.99 GiB. GPU 0 has a total capacity of 23.64 GiB of which 16.49 GiB is free. Process 2920697 has 7.11 GiB memory in use. Of the allocated memory 1013.90 MiB is allocated by PyTorch, and 5.67 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
40,40,0.27061231336886,2025-02-02 16:24:40.945373,2025-02-02 16:30:13.645188,0 days 00:05:32.699815,0.30000000000000004,0.00010186387353104177,2,GRU,32,,332.64784383773804,COMPLETE
41,41,0.2191941307148656,2025-02-02 16:30:13.645443,2025-02-02 16:34:37.160029,0 days 00:04:23.514586,0.5,0.001800804775198487,3,LSTM,64,,263.4600887298584,COMPLETE
42,42,0.20738429417090912,2025-02-02 16:34:37.160302,2025-02-02 16:41:47.402729,0 days 00:07:10.242427,0.2,0.0001636457955107741,3,GRU,128,,429.97888588905334,COMPLETE
43,43,0.18740858780615,2025-02-02 16:41:47.402989,2025-02-02 16:45:33.386862,0 days 00:03:45.983873,0.4,0.002288812210549431,3,LSTM,96,,225.90840411186218,COMPLETE
44,44,,2025-02-02 16:45:33.387125,2025-02-02 16:51:39.572163,0 days 00:06:06.185038,0.30000000000000004,0.0001487174646992055,3,LSTM,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 17.05 GiB. GPU 0 has a total capacity of 23.64 GiB of which 16.49 GiB is free. Process 2920697 has 7.11 GiB memory in use. Of the allocated memory 1.02 GiB is allocated by PyTorch, and 5.63 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
45,45,0.26827309323313436,2025-02-02 16:51:39.572430,2025-02-02 16:53:38.046956,0 days 00:01:58.474526,0.1,0.0001182468338646114,2,GRU,96,,118.4003427028656,COMPLETE
46,46,0.186345274014178,2025-02-02 16:53:38.047229,2025-02-02 17:03:53.925505,0 days 00:10:15.878276,0.2,0.00024918514043513246,2,GRU,128,,615.6034305095673,COMPLETE
47,47,0.27041816685379666,2025-02-02 17:03:53.925825,2025-02-02 17:07:25.959425,0 days 00:03:32.033600,0.2,0.0009408545151503613,3,GRU,32,,211.9850308895111,COMPLETE
48,48,0.17065693119851197,2025-02-02 17:07:25.959684,2025-02-02 17:15:18.590064,0 days 00:07:52.630380,0.4,0.0005190286651866154,3,GRU,128,,472.2782607078552,COMPLETE
49,49,0.17894781681456604,2025-02-02 17:15:18.590318,2025-02-02 17:23:40.819556,0 days 00:08:22.229238,0.5,0.0005369684681181875,3,GRU,128,,502.1355929374695,COMPLETE
50,50,0.188473580148849,2025-02-02 17:23:40.819806,2025-02-02 17:27:53.647757,0 days 00:04:12.827951,0.30000000000000004,0.00040669694973254024,3,GRU,128,,252.73535895347595,COMPLETE
51,51,0.20221810754898953,2025-02-02 17:27:53.648013,2025-02-02 17:30:32.716945,0 days 00:02:39.068932,0.5,0.0014724034355478794,3,GRU,128,,158.97930812835693,COMPLETE
52,52,0.1686299204319963,2025-02-02 17:30:32.717214,2025-02-02 17:38:05.218972,0 days 00:07:32.501758,0.5,0.0005722332336881701,3,GRU,128,,452.4093577861786,COMPLETE
53,53,0.19360757776619408,2025-02-02 17:38:05.219234,2025-02-02 17:44:30.311358,0 days 00:06:25.092124,0.4,0.0007250016150325874,2,GRU,96,,385.02944469451904,COMPLETE
54,54,0.27416597267801396,2025-02-02 17:44:30.311616,2025-02-02 17:51:21.840922,0 days 00:06:51.529306,0.1,0.0001765792404072769,3,LSTM,32,,411.48648858070374,COMPLETE
55,55,0.19399424408221155,2025-02-02 17:51:21.841189,2025-02-02 17:55:20.445329,0 days 00:03:58.604140,0.4,0.0006272050875608088,2,GRU,128,,238.5311348438263,COMPLETE
56,56,0.29258096291875146,2025-02-02 17:55:20.445595,2025-02-02 17:57:13.579968,0 days 00:01:53.134373,0.30000000000000004,0.001715102207969206,1,LSTM,64,,113.09308385848999,COMPLETE
57,57,0.18825575960740318,2025-02-02 17:57:13.580239,2025-02-02 18:05:53.508310,0 days 00:08:39.928071,0.4,0.0004333929347205677,3,GRU,128,,519.8353831768036,COMPLETE
58,58,0.19211100030860653,2025-02-02 18:05:53.508568,2025-02-02 18:16:33.964677,0 days 00:10:40.456109,0.4,0.0006705492720786076,3,GRU,96,,640.3781356811523,COMPLETE
59,59,0.18274036789432999,2025-02-02 18:16:33.964935,2025-02-02 18:21:41.034403,0 days 00:05:07.069468,0.4,0.00033478029331682473,3,GRU,128,,306.9791178703308,COMPLETE
60,60,0.24678820733641713,2025-02-02 18:21:41.034663,2025-02-02 18:24:50.866900,0 days 00:03:09.832237,0.4,0.0009704973086362439,2,LSTM,96,,189.77113914489746,COMPLETE
61,61,0.17720811666110578,2025-02-02 18:24:50.867162,2025-02-02 18:31:54.953714,0 days 00:07:04.086552,0.5,0.00048408055513440455,3,GRU,128,,423.99344396591187,COMPLETE
62,62,0.20663574422361744,2025-02-02 18:31:54.953983,2025-02-02 18:40:01.993959,0 days 00:08:07.039976,0.5,0.00026816897403336714,3,GRU,96,,486.9636573791504,COMPLETE
63,63,0.176547281907626,2025-02-02 18:40:01.994232,2025-02-02 18:47:18.094306,0 days 00:07:16.100074,0.5,0.0006012272322510778,3,GRU,128,,436.00743770599365,COMPLETE
64,64,0.19974911392683115,2025-02-02 18:47:18.094563,2025-02-02 18:51:49.029235,0 days 00:04:30.934672,0.5,0.000755905067764802,3,GRU,128,,270.84472846984863,COMPLETE
65,65,,2025-02-02 18:51:49.029495,2025-02-02 18:57:56.690930,0 days 00:06:07.661435,0.4,0.0011625399609254685,3,LSTM,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 17.05 GiB. GPU 0 has a total capacity of 23.64 GiB of which 16.49 GiB is free. Process 2920697 has 7.11 GiB memory in use. Of the allocated memory 1.02 GiB is allocated by PyTorch, and 5.63 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
66,66,0.19292432987635924,2025-02-02 18:57:56.691104,2025-02-02 19:09:43.407363,0 days 00:11:46.716259,0.5,0.0008698545451628882,3,GRU,128,,706.6225733757019,COMPLETE
67,67,0.19429054885187477,2025-02-02 19:09:43.407624,2025-02-02 19:17:08.991421,0 days 00:07:25.583797,0.5,0.0004202656060148515,2,GRU,128,,445.51029872894287,COMPLETE
68,68,0.18526720955595652,2025-02-02 19:17:08.991683,2025-02-02 19:27:25.448797,0 days 00:10:16.457114,0.5,0.00029662775639455397,3,GRU,128,,616.3644723892212,COMPLETE
69,69,0.18831509702925034,2025-02-02 19:27:25.449074,2025-02-02 19:33:08.697757,0 days 00:05:43.248683,0.5,0.0004923188310913528,3,GRU,128,,343.15627455711365,COMPLETE
70,70,0.18531466148385858,2025-02-02 19:33:08.698036,2025-02-02 19:38:22.638594,0 days 00:05:13.940558,0.4,0.0006975418294745917,3,GRU,128,,313.85036873817444,COMPLETE
71,71,0.22337857199573286,2025-02-02 19:38:22.638855,2025-02-02 19:45:02.620390,0 days 00:06:39.981535,0.5,0.001162251544596826,3,LSTM,96,,399.9069175720215,COMPLETE
72,72,0.32174933111797555,2025-02-02 19:45:02.620659,2025-02-02 19:46:41.130994,0 days 00:01:38.510335,0.5,0.009332999109027146,2,LSTM,32,,98.46896743774414,COMPLETE
73,73,,2025-02-02 19:46:41.131263,2025-02-02 19:48:43.423993,0 days 00:02:02.292730,0.30000000000000004,0.008386986489132896,3,LSTM,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 17.05 GiB. GPU 0 has a total capacity of 23.64 GiB of which 16.49 GiB is free. Process 2920697 has 7.11 GiB memory in use. Of the allocated memory 1.02 GiB is allocated by PyTorch, and 5.63 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
74,74,0.29375148608254803,2025-02-02 19:48:43.424163,2025-02-02 19:52:36.218890,0 days 00:03:52.794727,0.1,0.00016579325732592564,1,LSTM,64,,232.75260019302368,COMPLETE
75,75,0.318290569024745,2025-02-02 19:52:36.219155,2025-02-02 19:54:00.449109,0 days 00:01:24.229954,0.5,0.006016451319248025,1,GRU,64,,84.18709254264832,COMPLETE
76,76,0.17753186822094003,2025-02-02 19:54:00.449365,2025-02-02 20:02:35.982019,0 days 00:08:35.532654,0.2,0.0002992980801825738,3,GRU,128,,515.2619454860687,COMPLETE
77,77,0.17994469319087134,2025-02-02 20:02:35.982290,2025-02-02 20:07:33.884378,0 days 00:04:57.902088,0.2,0.000567972355510992,3,GRU,128,,297.81184339523315,COMPLETE
78,78,0.16417647265247645,2025-02-02 20:07:33.884638,2025-02-02 20:15:57.309744,0 days 00:08:23.425106,0.30000000000000004,0.0004034206292640005,3,GRU,128,,503.3323998451233,COMPLETE
79,79,0.18051043741518216,2025-02-02 20:15:57.310005,2025-02-02 20:26:29.374450,0 days 00:10:32.064445,0.4,0.00020356643372052252,3,GRU,128,,631.97421002388,COMPLETE
80,80,0.17780176209490428,2025-02-02 20:26:29.374712,2025-02-02 20:31:04.294888,0 days 00:04:34.920176,0.30000000000000004,0.000679892654558278,3,GRU,128,,274.82753443717957,COMPLETE
81,81,,2025-02-02 20:31:04.295169,2025-02-02 20:34:23.137230,0 days 00:03:18.842061,0.30000000000000004,0.00045830179834602437,2,LSTM,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 16.99 GiB. GPU 0 has a total capacity of 23.64 GiB of which 16.49 GiB is free. Process 2920697 has 7.11 GiB memory in use. Of the allocated memory 1013.90 MiB is allocated by PyTorch, and 5.67 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
82,82,0.19081900641550784,2025-02-02 20:34:23.137488,2025-02-02 20:38:07.676981,0 days 00:03:44.539493,0.2,0.00033450429587970177,3,GRU,128,,224.4345977306366,COMPLETE
83,83,0.19579196184806916,2025-02-02 20:38:07.677254,2025-02-02 20:43:28.593499,0 days 00:05:20.916245,0.30000000000000004,0.00028825110010154804,3,GRU,128,,320.8231921195984,COMPLETE
84,84,0.199402833227627,2025-02-02 20:43:28.593765,2025-02-02 20:49:24.530546,0 days 00:05:55.936781,0.5,0.0004092818610385661,3,GRU,128,,355.8435580730438,COMPLETE
85,85,0.7668895772319031,2025-02-02 20:49:24.530807,2025-02-02 20:51:47.417384,0 days 00:02:22.886577,0.4,0.004700215079601213,3,GRU,64,,142.8288950920105,COMPLETE
86,86,0.26134371570127674,2025-02-02 20:51:47.417645,2025-02-02 20:57:45.159607,0 days 00:05:57.741962,0.30000000000000004,0.0009429106017916288,3,LSTM,32,,357.6988821029663,COMPLETE
87,87,0.2598328606310135,2025-02-02 20:57:45.159870,2025-02-02 21:01:12.261389,0 days 00:03:27.101519,0.5,0.00015188071247548314,2,LSTM,96,,207.0399820804596,COMPLETE
88,88,0.5173016774836486,2025-02-02 21:01:12.261658,2025-02-02 21:05:03.077625,0 days 00:03:50.815967,0.0,0.0053909562841857024,1,LSTM,96,,230.76764154434204,COMPLETE
89,89,0.21260148378583477,2025-02-02 21:05:03.077885,2025-02-02 21:11:17.351159,0 days 00:06:14.273274,0.30000000000000004,0.002786368570677455,3,LSTM,64,,374.2181873321533,COMPLETE
90,90,0.221491795234162,2025-02-02 21:11:17.351427,2025-02-02 21:17:10.750616,0 days 00:05:53.399189,0.5,0.0009332185398794404,3,GRU,96,,353.32046127319336,COMPLETE
91,91,0.19091632735418443,2025-02-02 21:17:10.750881,2025-02-02 21:24:19.542988,0 days 00:07:08.792107,0.30000000000000004,0.001074520662825103,3,GRU,128,,428.69920110702515,COMPLETE
92,92,0.18954160301101539,2025-02-02 21:24:19.543267,2025-02-02 21:34:57.062280,0 days 00:10:37.519013,0.2,0.0006635651400935124,3,GRU,96,,637.4400198459625,COMPLETE
93,93,0.17720777015653874,2025-02-02 21:34:57.062545,2025-02-02 21:39:31.682238,0 days 00:04:34.619693,0.30000000000000004,0.00039778833979284517,3,GRU,128,,274.52927446365356,COMPLETE
94,94,,2025-02-02 21:39:31.682509,2025-02-02 21:46:58.436209,0 days 00:07:26.753700,0.30000000000000004,0.00036999489462631005,3,LSTM,128,"Exception: OutOfMemoryError('CUDA out of memory. Tried to allocate 17.05 GiB. GPU 0 has a total capacity of 23.64 GiB of which 16.49 GiB is free. Process 2920697 has 7.11 GiB memory in use. Of the allocated memory 1.02 GiB is allocated by PyTorch, and 5.63 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,PRUNED
95,95,0.19809902289609202,2025-02-02 21:46:58.436467,2025-02-02 21:51:24.052636,0 days 00:04:25.616169,0.30000000000000004,0.0004426405435348217,2,GRU,128,,265.5309844017029,COMPLETE
96,96,0.17327995853448916,2025-02-02 21:51:24.052900,2025-02-02 21:56:49.638236,0 days 00:05:25.585336,0.30000000000000004,0.0003770455206635174,3,GRU,128,,325.2303080558777,COMPLETE
97,97,0.16981185031630783,2025-02-02 21:56:49.638501,2025-02-02 22:10:06.285843,0 days 00:13:16.647342,0.30000000000000004,0.0004146621486910703,3,GRU,128,,796.5541405677795,COMPLETE
98,98,0.190662265867792,2025-02-02 22:10:06.286116,2025-02-02 22:13:46.793213,0 days 00:03:40.507097,0.30000000000000004,0.00020798272134321948,3,GRU,128,,220.41629600524902,COMPLETE
99,99,0.18696593779152812,2025-02-02 22:13:46.793486,2025-02-02 22:20:56.374860,0 days 00:07:09.581374,0.30000000000000004,0.00035733442217533343,3,GRU,128,,429.4879071712494,COMPLETE
100,100,0.19179643322144302,2025-02-02 22:20:56.375136,2025-02-02 22:28:13.521744,0 days 00:07:17.146608,0.30000000000000004,0.00031381292038744774,3,GRU,96,,437.0696461200714,COMPLETE
101,101,0.17824866055450297,2025-02-02 22:28:13.522007,2025-02-02 22:32:09.212823,0 days 00:03:55.690816,0.4,0.000439149148087023,3,GRU,128,,235.5976448059082,COMPLETE
102,102,0.18368642992613748,2025-02-02 22:32:09.213102,2025-02-02 22:37:22.543756,0 days 00:05:13.330654,0.30000000000000004,0.0006936921562142907,3,GRU,128,,313.237263917923,COMPLETE
103,103,0.1901243350669423,2025-02-02 22:37:22.544023,2025-02-02 22:41:32.815873,0 days 00:04:10.271850,0.4,0.0004122682447556497,3,GRU,128,,250.1787269115448,COMPLETE
104,104,0.278049715527025,2025-02-02 22:41:32.816146,2025-02-02 22:43:28.676685,0 days 00:01:55.860539,0.1,0.007162575651577786,2,LSTM,32,,115.81979870796204,COMPLETE
105,105,0.19090108235229986,2025-02-02 22:43:28.676953,2025-02-02 22:49:42.454032,0 days 00:06:13.777079,0.30000000000000004,0.00038790252606754264,3,GRU,128,,373.6839487552643,COMPLETE
106,106,0.17696390646943483,2025-02-02 22:49:42.454319,2025-02-02 22:58:02.940774,0 days 00:08:20.486455,0.4,0.0006341980333629268,3,GRU,128,,500.3926441669464,COMPLETE
107,107,0.17667861949340055,2025-02-02 22:58:02.941052,2025-02-02 23:06:40.060323,0 days 00:08:37.119271,0.30000000000000004,0.0006172686900729153,3,GRU,128,,517.0262742042542,COMPLETE
108,108,0.2821936767501365,2025-02-02 23:06:40.060599,2025-02-02 23:10:25.600989,0 days 00:03:45.540390,0.0,0.004312901690978519,1,GRU,32,,225.50115299224854,COMPLETE
109,109,0.19702822183380542,2025-02-02 23:10:25.601281,2025-02-02 23:16:15.714586,0 days 00:05:50.113305,0.4,0.0007659531020107457,3,GRU,128,,350.0201807022095,COMPLETE
110,110,0.1729266104035075,2025-02-02 23:16:15.714865,2025-02-02 23:22:14.839163,0 days 00:05:59.124298,0.4,0.0010654727622193647,3,GRU,128,,359.0309839248657,COMPLETE
111,111,0.20090255096558965,2025-02-02 23:22:14.839428,2025-02-02 23:25:23.488795,0 days 00:03:08.649367,0.30000000000000004,0.0015333630102510097,3,GRU,96,,188.57067799568176,COMPLETE
112,112,0.18079990828769174,2025-02-02 23:25:23.489075,2025-02-02 23:30:12.012198,0 days 00:04:48.523123,0.4,0.0011359825542407176,3,GRU,128,,288.4297218322754,COMPLETE
113,113,0.2079498457530835,2025-02-02 23:30:12.012470,2025-02-02 23:36:24.856060,0 days 00:06:12.843590,0.4,0.001066546530580398,3,GRU,128,,372.75287222862244,COMPLETE
114,114,0.19510311869519328,2025-02-02 23:36:24.856334,2025-02-02 23:40:54.335674,0 days 00:04:29.479340,0.4,0.0032292780247774183,3,LSTM,96,,269.4040062427521,COMPLETE
115,115,0.1885955263345015,2025-02-02 23:40:54.335968,2025-02-02 23:51:14.097998,0 days 00:10:19.762030,0.4,0.0004343266959676071,3,GRU,96,,619.6833462715149,COMPLETE
116,116,0.20723177357732814,2025-02-02 23:51:14.098291,2025-02-02 23:54:55.476468,0 days 00:03:41.378177,0.4,0.0017119696486652188,2,GRU,128,,221.30415964126587,COMPLETE
117,117,0.3092831120023741,2025-02-02 23:54:55.476738,2025-02-02 23:57:46.507120,0 days 00:02:51.030382,0.2,0.005995227855086325,3,GRU,32,,170.98413491249084,COMPLETE
